GEOID,Geographic Area Name,Total_Number_Households,Median income_Households,Median income (dollars)_White,Median income_Black or African American,Median income_American Indian and Alaska Native,Median income_Asian,Median income_Native Hawaiian and Other Pacific Islander,Median income_Some other race,Median income_Two or more races,Median income_Hispanic or Latino origin (of any race),"Median income_White alone, not Hispanic or Latino",Total_Workers,Total_Workers_Median age (years),Public transportation_popu,"Public transportation_$1 to $9,999 or loss","Public transportation_$10,000 to $14,999","Public transportation_$15,000 to $24,999","Public transportation_$25,000 to $34,999","Public transportation_$35,000 to $49,999","Public transportation_$50,000 to $64,999","Public transportation_$65,000 to $74,999","Public transportation_$75,000 or more",Public transportation_Median earnings (dollars),Public transportation_ whom poverty status is determined,Public transportation_Below 100 percent of the poverty level,Public transportation_100 to 149 percent of the poverty level,Public transportation_At or above 150 percent of the poverty level,Public transportation_Workers 16 years and over who did not work from home,Public transportation_ DEPARTURE TO WORK_12:00 a.m. to 4:59 a.m.,Public transportation _DEPARTURE TO WORK_5:00 a.m. to 5:29 a.m.,Public transportation _DEPARTURE TO WORK_5:30 a.m. to 5:59 a.m.,Public transportation _DEPARTURE TO WORK_6:00 a.m. to 6:29 a.m.,Public transportation _DEPARTURE TO WORK_6:30 a.m. to 6:59 a.m.,Public transportation _DEPARTURE TO WORK_7:00 a.m. to 7:29 a.m.,Public transportation _DEPARTURE TO WORK_7:30 a.m. to 7:59 a.m.,Public transportation _DEPARTURE TO WORK_8:00 a.m. to 8:29 a.m.,Public transportation _DEPARTURE TO WORK_8:30 a.m. to 8:59 a.m.,Public transportation _DEPARTURE TO WORK_9:00 a.m. to 11:59 p.m.,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!60 or more minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes)
36047010801,Census Tract 108.01; Kings County; New York,550,68900,88036,0,0,70905,0,59583,0,59107,88036,903,36.8,335,16.7,0,8.7,26,12.5,12.8,14.9,8.4,32284,335,14.3,11.6,74,335,0,0,0,4.8,0,13.7,5.7,30.4,12.2,33.1,0,0,0,0,0,7.8,28.7,16.1,47.5,N
36047010802,Census Tract 108.02; Kings County; New York,647,59145,37569,0,0,64506,0,21591,0,35982,37569,867,44.7,241,19.9,8.7,16.6,18.7,34.4,0,1.7,0,27396,241,19.1,7.1,73.9,241,0,0,0,24.9,3.3,5.8,0,29.9,0,36.1,0,0,3.7,0,0,0,0,33.6,62.7,N
36047011000,Census Tract 110; Kings County; New York,568,77500,78816,0,0,73850,0,0,91184,57072,97621,774,45,356,1.1,10.1,8.4,16.9,24.4,31.2,3.1,4.8,45000,356,4.2,1.1,94.7,356,0,4.5,0,11.8,3.7,23,6.5,12.6,4.5,33.4,0,0,1.4,5.6,1.4,22.2,21.9,18.3,29.2,N
36047011200,Census Tract 112; Kings County; New York,1964,52172,58467,137717,0,51875,0,39478,39219,39888,58609,2360,39.7,1085,5.9,5.5,15.8,9,43,7.8,3.3,9.6,38826,1085,10.9,6.8,82.3,1085,0,1.8,0,10.8,7.3,17.9,6.5,27.6,2.9,25.3,0,0,2.2,0,0,10.7,8.1,52.3,26.7,N
36047011400,Census Tract 114; Kings County; New York,864,67955,43542,52151,0,92813,0,0,0,88424,46071,1250,37.4,332,13.3,8.4,0,24.7,19,10.2,3.6,20.8,35857,332,20.8,5.7,73.5,332,0,0,0,4.2,0.3,29.2,7.2,15.4,3.6,40.1,0,0,0,0,0,16.9,39.5,15.4,28.3,N
36047011600,Census Tract 116; Kings County; New York,1070,47197,0,0,0,47188,0,43780,0,44018,0,1477,38.7,658,10,6.2,17.9,11.4,34.5,9.1,0,10.8,36169,658,7.3,24.3,68.4,658,0,0,0,0.9,1.5,5.9,0.5,35.6,3.3,52.3,0,0,0,0,0,16.9,2.4,52,28.7,N
36047011700,Census Tract 117; Kings County; New York,1142,118393,148000,0,0,97143,0,100391,174038,93482,151711,1628,38,932,6.4,7.7,0.8,4.9,0.9,17.8,2.9,58.6,81225,932,1.8,0,98.2,932,0,0,0,2.1,2,6.1,7.9,26.1,17,38.7,0,0,0.8,0,15.5,28.8,20.1,32.7,2.3,N
36047011800,Census Tract 118; Kings County; New York,618,61842,75357,0,0,55476,0,97250,0,77917,75982,784,43.6,367,2.5,7.1,40.9,19.1,10.4,1.1,1.4,17.7,24890,367,5.2,38.7,56.1,367,0,0,0,3,0,8.4,4.4,48,3.5,32.7,0,0,3.8,0,0,19.6,16.9,22.1,37.6,N
36047011901,Census Tract 119.01; Kings County; New York,584,134167,154861,0,0,"250,000",0,0,132708,103125,170139,856,41.3,408,11.5,3.7,6.4,6.9,14.5,6.4,5.6,45.1,68036,408,5.9,6.4,87.7,408,4.7,2.5,0,1.2,4.2,1,13,19.4,17.9,36.3,0,0,0,10.8,1,28.2,22.1,22.5,15.4,40.3
36047011902,Census Tract 119.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047012000,Census Tract 120; Kings County; New York,311,69030,0,0,0,69375,0,0,0,0,0,438,38.6,185,2.2,11.4,43.2,13,8.6,11.4,2.2,8.1,23641,185,19.5,17.8,62.7,185,0,2.2,0,0,3.8,6.5,10.8,27.6,6.5,42.7,0,0,6.5,0,0,26.5,14.6,17.8,34.6,N
36047012100,Census Tract 121; Kings County; New York,852,114552,114123,"250,000",0,210781,0,102321,0,0,113694,1183,38.3,707,5.4,0.8,2.5,6.6,3.4,16.4,8.2,56.6,86449,707,6.4,2.4,91.2,707,0,4.1,1.4,2.4,1,5.9,6.2,23.9,16.3,38.8,0,0,2.5,1.7,7.6,15,36.4,26.2,10.6,N
36047012200,Census Tract 122; Kings County; New York,1546,54038,0,0,0,78750,0,0,48451,43819,0,2466,37.7,1377,1.8,9,19.8,19,21.9,4.4,5.7,18.3,35469,1377,14.7,7.9,77.4,1377,0,1.7,0,23.3,2.6,11.3,11.3,13.9,8.8,27.1,1.7,0,7.3,2.6,4.2,6.3,16,23.2,38.6,N
36047012600,Census Tract 126; Kings County; New York,806,58643,59226,0,0,62667,0,59107,0,44615,60417,1107,38.3,528,19.1,8.9,8.5,16.1,9.5,7.8,2.1,28,33833,528,18.6,11.4,70.1,528,0.9,3.6,3.4,17.6,4.7,16.5,1.5,21.4,8.9,21.4,0,0,3,0,0.8,15.5,12.7,25.2,42.8,N
36047012700,Census Tract 127; Kings County; New York,1666,117627,230152,0,0,194279,0,33418,0,27174,232667,2012,34,1253,10.5,0,7.3,1.8,12.6,8.1,11.5,48.2,74240,1253,3.9,2.6,93.5,1253,0,0,0,1.8,2.6,12.7,3.8,19.6,16.9,42.6,0,0,5.4,16.3,1.2,25.2,26.4,16.8,8.6,N
36047012801,Census Tract 128.01; Kings County; New York,766,65313,80385,0,0,54375,0,33581,0,34054,80385,825,44.7,346,6.9,11.8,34.1,16.2,1.4,0,10.4,19.1,24667,346,23.4,6.9,69.7,346,5.2,0,0,2,0,19.7,10.4,34.4,3.2,25.1,0,0,3.5,1.7,1.4,9.5,13.3,21.4,49.1,N
36047012901,Census Tract 129.01; Kings County; New York,913,232530,234342,"250,000",0,161442,0,181917,0,0,235385,1654,35.2,865,7.2,1.6,6.8,14.8,2.9,7.2,10.3,49.2,74681,865,3,0,97,865,0,0,0,2.4,5.7,4.3,12.5,22.2,20.9,32,0,0,0,13.6,6.9,26.5,21.4,18.3,13.3,N
36047012902,Census Tract 129.02; Kings County; New York,1407,148438,202652,0,0,157396,0,62500,138750,44271,203780,2003,33.5,1029,3.8,0,4.1,7.3,7.8,3.8,4.2,69.1,102401,1029,1.8,1,97.2,1029,1.7,0,0,0,1.4,6.4,11,26.6,15.7,37.1,0,0,1,11.4,9,19.8,32.2,15.3,11.4,N
36047013000,Census Tract 130; Kings County; New York,1715,80246,81362,0,0,136471,0,56364,93661,56591,82366,2139,42.3,1068,7.8,1.8,7.1,18.1,9.8,13,3.5,39,53824,1068,5.2,1.5,93.3,1068,3.8,0,1.2,2.4,6.1,28,6.5,18.4,4.8,28.7,0,0,0,2.8,3.3,9.8,11.8,27.5,44.8,N
36047013100,Census Tract 131; Kings County; New York,1789,134479,185000,0,0,198875,0,0,0,0,189844,1925,36.2,1178,2.4,0,0.8,1.9,8.3,4.2,2.5,79.8,115500,1178,1.8,0.8,97.4,1178,0,0,2.8,2.8,8.7,8.7,4.4,19.1,17.3,36.1,0,0,1.6,0.7,1.9,19.5,38,26.4,11.9,N
36047013200,Census Tract 132; Kings County; New York,716,93750,130081,0,0,0,0,0,0,0,130282,939,42.3,361,13.6,1.7,11.6,21.3,16.6,9.4,0,25.8,35707,361,4.7,3.3,92,361,0,0,1.1,6.9,5,19.1,16.1,16.3,1.7,33.8,0,0,0,3.6,0,15.8,13,18.8,48.8,N
36047013300,Census Tract 133; Kings County; New York,1804,213227,214348,0,0,"250,000",0,0,209375,209375,215795,2589,39.6,1428,0.8,0.7,3.5,1.9,2.2,5.8,2.9,82.1,136629,1428,0,1.3,98.7,1428,0,0,0,4.4,0.8,10.1,13,22.8,27.7,21.3,0,0,0,2.5,11.5,12.9,34.2,27.5,11.5,N
36047013400,Census Tract 134; Kings County; New York,1380,108654,104435,0,0,80298,0,124095,121250,120393,104583,1999,40.4,874,2.3,1.5,6.2,16.7,25.1,8.5,1.5,38.3,48828,874,0,9.2,90.8,874,0,0,4.3,5.8,7.4,11.1,20.4,12.8,6.2,31.9,0,0,0,4,0,0,13.4,33.1,49.5,N
36047013500,Census Tract 135; Kings County; New York,1506,210667,216771,115764,0,"250,000",0,0,"250,000",51736,217083,2120,41.4,808,0,0.5,5.7,1.1,11.3,4.1,7.2,70.2,112895,808,0.5,4.5,95,808,0,1.4,1.4,0.5,3.8,13.1,13.1,27.7,17.2,21.8,0,0,0,0,1,26.4,15.5,42,15.2,N
36047013600,Census Tract 136; Kings County; New York,1489,104191,131375,0,0,143750,0,64808,58365,52841,135363,2104,42.6,892,5.6,0,7.5,10.9,6.2,10,4.4,55.5,82045,892,0,1.3,98.7,892,12,0,11.7,3.4,4.8,11.9,9.3,17.5,11.9,17.6,0,0,0,0,0,5.8,9.6,34.5,50,N
36047013700,Census Tract 137; Kings County; New York,1486,158594,179868,0,0,184000,0,0,0,90986,181786,1935,36.6,927,4,1.9,5,3.7,6.5,10.4,7,61.6,86622,927,3.2,0,96.8,927,1.2,0,3,1.7,1.9,1.5,13.6,27.8,12.8,36.4,0,0,0,5.1,6.5,16.4,17.8,34.6,19.6,N
36047013800,Census Tract 138; Kings County; New York,1286,93117,84045,0,0,0,0,58750,94619,127730,84818,1537,44.3,796,6.4,3.1,10.4,13.7,6.4,12.7,11.9,35.3,63690,796,5.7,1.1,93.2,796,0,0,0.9,6.2,1.3,13.4,7.3,34.5,4.1,32.3,0,0,0,2.4,1.1,11.8,22.1,27.8,34.8,N
36047013900,Census Tract 139; Kings County; New York,1400,163125,172315,75938,0,0,0,0,154850,70972,175909,2102,38.3,945,3,5.9,0.8,7.1,7.5,6,11.7,57.9,90850,945,0,0,100,945,0,1,0,7.3,3.8,8.7,5.7,23.1,18.8,31.6,0,1.1,0,6.5,6.3,19.5,27.8,27,11.9,N
36047014000,Census Tract 140; Kings County; New York,767,55250,49706,0,0,193393,0,0,0,0,50083,540,41.5,162,9.9,0,13,13,6.8,17.9,3.1,36.4,61250,162,8.6,0,91.4,162,8.6,8.6,16,5.6,0,13.6,13.6,3.1,9.3,21.6,3.7,0,0,0,0,12.3,11.7,24.7,47.5,N
36047014101,Census Tract 141.01; Kings County; New York,473,142750,129500,0,0,"250,000",0,0,0,0,132875,646,35.3,327,7,4.9,4.3,3.1,15.3,2.4,10.1,52.9,80398,327,7,4.3,88.7,327,0,0,3.7,0,7.3,5.8,3.4,27.5,19.3,33,0,0,0,3.7,6.7,21.1,26.9,29.1,12.5,N
36047014102,Census Tract 141.02; Kings County; New York,831,127768,178000,0,0,79189,0,46094,188359,0,210625,883,40,602,0,2.7,5.3,0.2,13.8,2.5,7,68.6,99839,602,0,0,100,602,0.8,0,0,1,3.8,3.5,11.8,16.6,5.8,56.6,0,0,0,0,6.8,23.1,14.3,38,17.8,N
36047014200,Census Tract 142; Kings County; New York,1290,80476,78678,0,0,180893,0,81548,43750,81190,78261,1731,36.8,1106,10.2,0.7,7,17.7,13.1,10.9,3.7,36.6,52614,1106,5,0,95,1106,3,9.6,1.2,8.9,2.9,11.7,10,16.2,7.8,28.8,0,0,0,4.2,2.8,4.6,18.4,14,56,N
36047014300,Census Tract 143; Kings County; New York,1473,122344,131167,0,0,88750,0,0,83406,130500,143980,2055,38.3,1035,6.2,4.6,6.7,6.3,7.3,15.6,3.5,49.9,72356,1035,1.9,6.3,91.8,1035,1.1,0,0,1.9,2.7,13.6,6.9,22.3,12.8,38.7,0,2.6,0,2.4,1.8,23.4,5.7,34.3,29.8,N
36047014500,Census Tract 145; Kings County; New York,1901,112596,120500,0,0,116818,0,86154,0,69242,137112,2707,36.9,1190,1.8,4.1,9.4,7.9,12.2,15,5,44.7,64091,1190,5.1,1.1,93.8,1190,0,3.7,0,5.3,6.2,14.8,12.2,26.1,11.2,20.5,0,0,1.1,2.4,2.9,19,20.8,32.1,21.8,N
36047014700,Census Tract 147; Kings County; New York,855,133194,133194,0,0,209028,0,128500,41875,86563,140000,1243,41.3,559,5.2,2.5,1.8,6.1,4.5,13.4,0.9,65.7,87464,559,1.8,0.9,97.3,559,0,5,0,2.1,1.3,9.8,5.5,25,20.6,30.6,1.6,0,4.5,0.9,6.3,10.9,19.7,33.1,23.1,N
36047014800,Census Tract 148; Kings County; New York,431,71250,78958,0,0,0,0,0,0,0,92788,423,42.9,106,17,8.5,9.4,0,17.9,12.3,0,34.9,48500,106,15.1,0,84.9,106,0,23.6,0,0,12.3,0,0,17.9,4.7,41.5,0,0,0,0,0,0,23.6,40.6,35.8,N
36047014901,Census Tract 149.01; Kings County; New York,663,143859,161597,0,0,0,0,0,144837,143750,190288,989,34,532,3.8,0,1.1,6.4,2.4,5.6,6.2,74.4,114000,532,2.8,1.1,96.1,532,0.9,0,6.2,0.8,2.4,1.9,7.9,41.5,7.1,31.2,0,0,0,10.2,0,10.3,28.6,33.3,17.7,N
36047014902,Census Tract 149.02; Kings County; New York,1868,142625,143438,0,0,153846,0,0,0,101450,144563,2591,39.7,1072,2,3.6,11.8,3.1,1.5,10.1,7.6,60.4,105104,1072,2,0,98,1072,1.6,0,0,0,2.3,6.8,15.4,32.6,18.8,22.4,0,0,0,2.4,1,5.4,21.6,31.7,37.8,48.2
36047015000,Census Tract 150; Kings County; New York,594,78235,77500,0,0,166607,0,43214,0,0,79044,697,44.2,198,28.8,10.1,4.5,6.1,7.6,9.6,9.6,23.7,0,198,13.6,0,86.4,198,9.1,0,0,0,0,9.1,19.2,19.7,27.3,15.7,0,0,0,0,0,6.1,9.6,11.1,73.2,N
36047015100,Census Tract 151; Kings County; New York,1768,192411,214844,0,0,187206,0,0,130476,218854,206597,2498,42.7,1199,2.8,1.3,4.8,4,4.8,14.7,1.3,66.3,102232,1199,0,0,100,1199,0,0.4,0,0.6,5.7,12.9,17.3,24.7,13.1,25.3,0.8,0,0,0.8,4.8,9.3,31.1,40.5,12.7,N
36047015200,Census Tract 152; Kings County; New York,974,87667,104063,0,0,91875,0,6209,159773,0,103945,1221,42.7,303,6.6,7.3,0,8.9,5.6,22.8,7.6,41.3,59602,303,0,0,100,303,0,0,0,9.2,10.9,8.9,21.8,13.5,23.1,12.5,0,0,4,0,4,9.2,18.2,42.6,22.1,N
36047015300,Census Tract 153; Kings County; New York,1102,138182,167228,0,0,0,0,0,26462,26592,174306,1514,42.5,698,2.4,3.9,3.3,7,5.3,13.5,2.7,61.9,103611,698,1.1,0,98.9,698,0,0,1.4,2.4,5.2,6,14.2,15.6,16.6,38.5,0,0,0,1.1,0,17.3,28.4,39.1,14,N
36047015400,Census Tract 154; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047015500,Census Tract 155; Kings County; New York,1463,215583,"250,000",0,0,230114,0,0,159491,151384,"250,000",2113,43.5,1229,4.4,3.7,2.4,2.2,5,3.4,4,74.9,139865,1229,2.5,2.4,95.1,1229,0,2.5,3.1,1.6,3.3,9.8,6.5,15.6,19,38.5,0,0.9,0,3.7,5.5,11.9,23.3,23.3,31.5,N
36047015700,Census Tract 157; Kings County; New York,2168,186686,178622,0,0,"250,000",0,0,"250,000","250,000",178173,3019,38,1612,3.3,3.1,4.5,5.2,5,4.1,8.8,65.9,89118,1612,0.2,2.8,97,1612,1.1,0,0,1.7,3.3,5.9,4.5,30.6,22.7,30.2,0,0,0,0,0,6.7,29.7,44.2,19.4,N
36047015900,Census Tract 159; Kings County; New York,2480,203936,209750,0,0,"250,000",0,0,0,0,208955,3236,40.7,1534,5.9,0,0.8,3.8,11.1,5.3,3.1,69.9,125595,1534,1.7,0,98.3,1534,0,0,2,0,2.3,8.5,16.3,26.5,19.3,25.1,1.7,0,0.8,2.3,8.1,20.6,27.5,23.9,15.1,N
36047016000,Census Tract 160; Kings County; New York,1767,96411,100221,60144,0,83707,0,105794,0,97016,103110,2510,39,1130,10.3,8.5,11.2,12.6,18.2,3.2,8.8,27.3,42200,1130,2.2,6.5,91.2,1130,4.8,0,1.7,5.7,3.7,5.8,10,26.9,4.1,37.3,0,0,0.8,2.4,0,6.4,4.3,38.1,48,N
36047016100,Census Tract 161; Kings County; New York,1539,168594,186477,0,0,"250,000",0,0,89422,88918,190469,2272,38.6,1173,6.7,0.9,6.9,7.1,6.7,12.6,3.2,55.8,83892,1173,0.7,0.3,99.1,1173,0,0.9,0,2.7,8.7,6.8,2.1,20.7,27.5,30.4,7.1,0,4.3,11.3,8.1,20.6,26.5,19.1,3,N
36047016200,Census Tract 162; Kings County; New York,1127,87446,84063,0,0,114821,0,0,0,0,85000,1195,46.1,561,7,0.4,3.4,20.3,15.3,4.3,5.9,43.5,58750,561,5.2,2.1,92.7,561,0,3.6,0,4.6,6.8,4.5,8.7,17.8,14.1,39.9,0,0,1.2,0,0,12.7,18,21.6,46.5,N
36047016300,Census Tract 163; Kings County; New York,1751,145481,187313,79395,0,246591,0,0,0,0,214000,2280,37.2,1206,4.1,2.4,1.8,4.1,6.8,11.4,8.2,61.1,93152,1206,5.4,1,93.6,1206,0,0,0,0.7,6.2,1.9,5.9,27.4,25.3,32.7,0,0,0.5,3.2,5.2,15.8,30.3,37.1,7.9,N
36047016400,Census Tract 164; Kings County; New York,209,136583,122460,138229,0,135938,0,0,0,0,122097,436,38.8,74,0,0,35.1,5.4,0,10.8,32.4,16.2,0,74,0,0,100,74,0,0,0,0,35.1,0,0,10.8,16.2,37.8,0,0,5.4,0,0,10.8,10.8,37.8,35.1,N
36047016500,Census Tract 165; Kings County; New York,2450,241579,"250,000",0,0,177860,0,0,0,0,"250,000",3794,43.3,1694,7.2,1.1,1.9,4.8,6,0,0,78.9,141212,1694,6,1.1,92.9,1694,0,0,0,0,7.5,7.6,5.3,28.1,29.9,21.7,0,0,0,3.3,0,19.1,14.8,49.6,13.2,N
36047016600,Census Tract 166; Kings County; New York,686,130417,107273,0,0,160750,0,0,150481,0,107273,803,45.8,229,8.3,8.7,7.9,5.7,4.8,4.8,3.9,55.9,90208,229,3.5,0,96.5,229,0,0,0,0,7.4,17.9,6.1,44.1,6.6,17.9,0,0,0,0,0,4.8,15.7,21.8,57.6,N
36047016700,Census Tract 167; Kings County; New York,2300,207095,184773,0,0,220943,0,0,207832,0,182841,2947,44.8,1299,2.7,0,1.3,4.2,2.5,0,7,82.4,117525,1299,1.5,0,98.5,1299,0,0,22.9,3.5,1.3,12,6,18.6,7.1,28.6,0,0,0,25.3,1.2,2.1,26.3,38.3,6.9,N
36047016800,Census Tract 168; Kings County; New York,817,111673,111964,0,0,126111,0,0,55972,65789,112143,1073,42.6,453,7.7,6.4,5.7,0,13.9,12.6,3.8,49.9,69861,453,0.4,0,99.6,453,6.4,0,10.2,2.6,7.3,16.1,22.7,20.3,0,14.3,0,0,0,0,0,0,9.9,23.8,66.2,N
36047016900,Census Tract 169; Kings County; New York,2059,155873,156490,0,0,0,0,0,0,0,156490,3062,41.8,1506,4.1,0,3.4,2.6,15.7,1.1,3.5,69.7,103199,1506,2.9,0,97.1,1506,8.6,0,1.7,1.5,3.3,6.8,12.5,28.4,9.2,28,0,0,0,0,13.7,21,17,21.2,27.2,N
36047017000,Census Tract 170; Kings County; New York,1074,98095,100199,0,0,99167,0,94009,0,94957,89563,1443,42.2,721,5,7.4,22.2,5.8,9.8,10.1,3.1,36.6,47399,721,0,2.5,97.5,721,1.2,0,3.2,14.4,1.5,11.8,7.6,16.4,20.7,23.2,5,0,0,0,1.2,18.4,4.3,25.8,45.2,N
36047017100,Census Tract 171; Kings County; New York,1634,158269,149538,0,0,215288,0,0,240455,0,164357,2173,42.3,1156,4.8,2.9,3.3,5.5,8.9,8.5,5.9,60.2,100816,1156,0.6,1,98.4,1156,0,0,0.1,3.5,4.1,18.6,6.9,33.1,12.3,21.4,0,1.7,0,0.8,1.1,4.6,28.4,44.7,18.7,N
36047017200,Census Tract 172; Kings County; New York,986,127188,160227,0,0,185357,0,0,0,0,161477,1506,41.7,664,1.7,10.2,17.3,0,12.2,9.2,8.1,41.3,63750,664,0.2,14.6,85.2,664,0,1.5,0.3,0,16.1,37,8.3,12,4.2,20.5,0,0,6.3,0,0,7.7,6.8,44.9,34.3,N
36047017400,Census Tract 174; Kings County; New York,731,101701,94050,0,0,114922,0,77708,0,79375,94050,1261,44.2,581,15.7,5,13.6,9.1,12.6,13.4,2.8,27.9,46172,581,3.6,3.3,93.1,581,1.4,9.6,3.3,5,4.3,15,4.5,28.2,1.2,27.5,0,0,1.2,5,3.1,20.7,0.7,11.9,57.5,N
36047017500,Census Tract 175; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047017600,Census Tract 176; Kings County; New York,841,102344,128125,0,0,98542,0,0,90948,92026,127604,1271,48.7,574,4.5,6.4,4.7,20.2,3.5,20.4,6.3,34,56434,574,5.2,3.3,91.5,574,6.1,3.1,4.5,5.4,6.8,11,11.1,22.3,0,29.6,0,0,0,5.4,2.4,4.5,9.4,22.8,55.4,N
36047017700,Census Tract 177; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047017800,Census Tract 178; Kings County; New York,861,73417,66750,0,0,85449,0,153482,0,146103,66167,1154,41,579,2.9,3.8,16.4,12.3,24.7,0.9,6.7,32.3,45609,579,5.5,6.6,87.9,579,6.7,12.3,1.7,4,4.8,16.2,15.9,19.9,2.8,15.7,0,0,3.3,1.7,1.2,12.3,9.2,18.5,53.9,N
36047017900,Census Tract 179; Kings County; New York,1422,110625,163661,0,0,0,0,0,0,0,173092,1813,41.7,835,0,9.9,6.3,4.3,7.5,11.4,9.6,50.9,75391,835,7.1,0.4,92.6,835,4.3,1,1.2,4.1,1.7,20.5,8.3,9.7,17,32.3,0,0,2.3,16.5,6.2,14.7,15.4,21.8,23,N
36047018000,Census Tract 180; Kings County; New York,1113,62637,53978,0,0,88654,0,0,0,0,53233,1270,42.3,746,12.9,6.4,14.7,6.6,19.8,11.3,1.5,26.8,45309,746,6.3,8.7,85,746,1.2,1.5,12.3,7.2,10.7,11.3,11.3,13.9,5.6,24.9,0,0,2.4,2.7,5.2,7.4,9.2,11.7,61.4,N
36047018100,Census Tract 181; Kings County; New York,2043,164904,157917,238719,0,160703,0,0,203912,0,157917,2518,38,1202,4,2.2,3.2,6.9,8.7,0,2.8,72.2,99390,1202,4,0,96,1202,0,0,0,1.4,6,4.5,12.9,31.6,5.7,37.9,0,0,1.7,12.5,15.4,14.9,22.6,27.6,5.3,N
36047018200,Census Tract 182; Kings County; New York,1096,66083,63859,0,0,65875,0,74900,0,74150,64293,1537,38.2,818,9.5,3.7,12.2,20.3,16.7,4.5,1.3,31.7,38125,818,7.1,11.1,81.8,818,5.3,0,5.7,0.2,2,10.6,21.6,22.5,9.9,22.1,0,0,0.2,1.3,1.2,9.9,8.9,31.3,47.1,N
36047018300,Census Tract 183; Kings County; New York,1291,182401,182138,"250,000",0,203472,0,0,217519,68750,202000,1849,35.7,743,4.6,5.8,2.4,2,7.8,8.3,10.8,58.3,101250,743,4.2,0,95.8,743,0,0,0,12.2,7.5,5.2,6.7,35,11.8,21.4,0,0,1.2,0,4.2,16.2,35,27.7,15.7,N
36047018400,Census Tract 184; Kings County; New York,789,69844,76786,0,0,64777,0,0,0,0,78875,971,44.8,545,3.7,1.5,11.7,10.8,11,12.7,11.2,37.4,61406,545,0,4.4,95.6,545,0,3.1,0,3.5,2.8,7.7,21.7,19.3,22.9,19.1,0,0,2.6,2.8,0.9,7.5,12.1,24.8,49.4,N
36047018501,Census Tract 185.01; Kings County; New York,1806,46723,0,44565,0,47727,0,0,23790,62639,228224,1869,39.3,1037,8.9,9.2,16,13.9,25.6,14.8,3,8.8,37932,1037,15.4,20,64.6,1037,4.2,8,0,6.4,0.5,11.6,15.4,5.9,3.5,44.6,0,0,3.4,2.7,0,22.8,16.6,20,34.6,N
36047018600,Census Tract 186; Kings County; New York,680,77500,81518,0,0,67000,0,0,0,0,75536,1092,44.5,711,7.6,10.1,8.9,8,11,9.1,10,35.3,63139,711,7,5.9,87.1,711,5.6,1.8,3.5,3.5,7.2,11.4,21.7,14.3,3.1,27.8,0,0,1.8,0,0,5.8,12.9,21.9,57.5,N
36047018700,Census Tract 187; Kings County; New York,520,116842,124231,0,0,76563,0,0,0,115197,124808,839,35.5,273,4.4,6.6,10.3,13.6,27.1,2.9,0,35.2,43229,273,6.2,0,93.8,273,2.2,9.9,0,0,0,3.7,7,12.5,4,60.8,0,2.2,0,4,0,24.5,23.1,22,24.2,N
36047018800,Census Tract 188; Kings County; New York,1092,68304,61319,0,0,87500,0,0,0,74083,0,1431,41.4,567,0.9,3.4,30,9,12.5,11.3,8.5,24.5,42792,567,15.9,10.9,73.2,567,7.9,1.4,0,6.7,14.5,13.8,23.5,10.4,6.3,15.5,0,0,0,1.1,0,9.5,9.3,29.1,51,N
